BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,3360,54, ,B1, 3536 WEBSTER AVENUE , ,10467,2,0,2,"1,761","1,886",1901, 1 , B1 , $-   ,2018/3/23
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4641,42, ,B3, 3559 OLINVILLE AVENUE , ,10467,2,0,2,"2,282","1,948",1920, 1 , B3 ," $400,000 ",2018/5/30
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4642,41, ,B2, 3561 WILLETT AVENUE , ,10467,2,0,2,"5,000","2,400",1901, 1 , B2 , $-   ,2018/3/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4642,64, ,B1, 3523 WILLET AVENUE , ,10467,2,0,2,"2,755","3,060",1975, 1 , B1 ," $390,000 ",2018/1/26
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4645,6, ,B1, 3612 BRONX BLVD , ,10467,2,0,2,"5,000","3,762",1925, 1 , B1 ," $700,000 ",2018/10/17
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4645,13, ,B2, 3624 BRONX BOULEVARD , ,10467,2,0,2,"2,000","1,758",1930, 1 , B2 ," $412,462 ",2018/10/1
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4645,82, ,B2, 3609 OLINVILLE AVENUE , ,10467,2,0,2,"2,850","2,178",1910, 1 , B2 ," $330,000 ",2018/3/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4646,57, ,B2, 3661 WILLETT AVENUE , ,10467,2,0,2,"3,325","3,960",1925, 1 , B2 ," $452,251 ",2018/3/29
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4646,62, ,B2, 3651 WILLETT AVENUE , ,10467,2,0,2,"3,325","3,960",1925, 1 , B2 , $-   ,2018/2/22
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4650,45, ,B2, 650 EAST 219TH STREET , ,10467,2,0,2,"2,442","2,916",1920, 1 , B2 ," $599,000 ",2018/1/19
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4651,36, ,B3, 3770 WILLETT AVENUE , ,10467,2,0,2,"4,275","2,031",1915, 1 , B3 , $-   ,2017/11/24
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4651,71, ,S2, 3737 WHITE PLAINS ROAD , ,10467,2,1,3,"1,390","3,776",1915, 1 , S2 ," $430,000 ",2018/10/24
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4651,97, ,B2, 671 EAST 216 STREET , ,10467,2,0,2,"2,375","2,268",1910, 1 , B2 ," $390,000 ",2018/10/22
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4653,87, ,B2, 3827 CARPENTER AVENUE , ,10467,2,0,2,"3,194","1,544",1925, 1 , B2 ," $510,000 ",2018/8/9
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4654,64, ,B3, 679 EAST 219 STREET , ,10467,2,0,2,"5,713","2,585",1925, 1 , B3 , $-   ,2017/12/1
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4655,25, ,B2, 656 EAST 221 ST , ,10467,2,0,2,"3,770","2,360",1925, 1 , B2 ," $615,000 ",2017/11/28
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4655,74, ,B2, 653 EAST 220TH STREET , ,10467,2,0,2,"2,856","2,508",1925, 1 , B2 ," $894,164 ",2017/11/6
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4655,74, ,B2, 653 EAST 220TH STREET , ,10467,2,0,2,"2,856","2,508",1925, 1 , B2 ," $451,500 ",2018/1/5
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4655,75, ,B2, 651 220 STREET , ,10467,2,0,2,"2,856","2,548",1925, 1 , B2 ," $509,000 ",2018/8/27
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4656,60, ,B3, 669 EAST 221 STREET , ,10467,2,0,2,"3,030","2,387",1915, 1 , B3 ," $650,000 ",2018/2/21
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4656,74, ,B3, 641 EAST 221ST STREET , ,10467,2,0,2,"5,713","2,111",1901, 1 , B3 ," $350,000 ",2017/12/22
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4657,172, ,B1, 727 EAST 211 , ,10467,2,0,2,950,"2,090",2006, 1 , B1 ," $630,000 ",2018/9/11
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4659,25, ,B9, 758 EAST 211TH STREET , ,10467,2,0,2,"3,762","2,920",1955, 1 , B9 ," $440,000 ",2017/11/17
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4659,25, ,B9, 758 EAST 211 STREET , ,10467,2,0,2,"3,762","2,920",1955, 1 , B9 ," $695,000 ",2018/7/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4659,28, ,B9, 764 EAST 211 STREET , ,10467,2,0,2,"1,807","2,920",1955, 1 , B9 ," $700,000 ",2018/9/4
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4661,19, ,B1, 726 EAST 214 STREET , ,10467,2,0,2,924,"1,664",1915, 1 , B1 ," $529,000 ",2018/3/15
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4661,32, ,B1, 713 EAST 213TH STREET , ,10467,2,0,2,"2,050","3,360",1975, 1 , B1 ," $597,000 ",2018/6/14
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4662,50, ,B1, 750 EAST 215TH STREET , ,10467,2,0,2,"3,125","1,800",1915, 1 , B1 ," $372,000 ",2018/5/14
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4662,61, ,B2, 3639 BARNES AVENUE , ,10467,2,0,2,"2,106","1,444",1901, 1 , B2 , $-   ,2018/9/5
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4662,61, ,B2, 3639 BARNES AVENUE , ,10467,2,0,2,"2,106","1,444",1901, 1 , B2 ," $333,000 ",2018/9/5
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4662,72, ,B1, 773 EAST 214TH STREET , ,10467,2,0,2,"3,125","1,804",1905, 1 , B1 ," $515,000 ",2018/3/8
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4662,75, ,S2, 765 EAST 214TH , ,10467,2,1,3,"3,125","3,368",1910, 1 , S2 ," $980,000 ",2018/8/27
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4663,26, ,B1, 722 EAST 216 STREET , ,10467,2,0,2,"5,637","1,792",1901, 1 , B1 ," $650,000 ",2017/12/18
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4663,85, ,B1, 727 EAST 215TH STREET , ,10467,2,0,2,"2,614","2,760",1899, 1 , B1 ," $600,000 ",2018/8/23
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4665,26, ,B3, 747 EAST 217TH STREET , ,10467,2,0,2,"1,419","1,700",1920, 1 , B3 ," $555,000 ",2018/3/7
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4666,5, ,B3, 3765 BARNES AVENUE , ,10467,2,0,2,"3,485","2,250",1901, 1 , B3 ," $687,500 ",2018/9/21
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4666,14, ,B3, 767 EAST 218 STREET , ,10467,2,0,2,"2,856","3,748",1910, 1 , B3 ," $365,000 ",2018/2/15
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4667,19, ,B2, 757 EAST 219 STREET , ,10467,2,0,2,"5,713","1,662",1920, 1 , B2 ," $465,000 ",2017/11/13
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4667,62, ,B3, 716 EAST 220TH ST , ,10467,2,0,2,"5,713","2,610",1910, 1 , B3 ," $815,000 ",2018/1/26
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4667,70, ,B3, 726 EAST 220TH STREET , ,10467,2,0,2,"3,180","2,721",1910, 1 , B3 ," $380,000 ",2018/9/27
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4668,85, ,B3, 760 EAST 221 STREET , ,10467,2,0,2,"2,856","2,100",1910, 1 , B3 , $-   ,2018/3/1
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4672,4, ,B2, 3609 BRONXWOOD AVENUE , ,10469,2,0,2,"1,927","2,704",1965, 1 , B2 ," $645,000 ",2018/4/2
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4672,8, ,S2, 3601 BRONXWOOD AVENUE , ,10469,2,1,3,"1,927","4,002",1915, 1 , S2 , $-   ,2018/9/19
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4673,22, ,B3, 835 EAST 214 STREET , ,10467,2,0,2,"2,366","1,350",1925, 1 , B3 ," $315,000 ",2017/11/15
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,10, ,B3, 3661 BRONXWOOD AVENUE , ,10469,2,0,2,"1,565","2,004",1925, 1 , B3 ," $310,000 ",2018/3/22
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,19, ,B3, 851 EAST 215TH STREET , ,10467,2,0,2,"2,195","1,080",1935, 1 , B3 , $-   ,2018/10/2
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,20, ,B3, 849 EAST 215 STREET , ,10467,2,0,2,"2,195","1,120",1935, 1 , B3 ," $499,900 ",2018/7/20
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,30, ,B9, 827 EAST 215 STREET , ,10467,2,0,2,"2,510","3,230",1970, 1 , B9 ," $509,700 ",2017/11/21
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,34, ,B9, 819 EAST 215 STREET , ,10467,2,0,2,"2,510","3,230",1970, 1 , B9 ," $610,000 ",2018/10/15
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,35, ,B9, 817 EAST 215 STREET , ,10467,2,0,2,"2,510","3,230",1970, 1 , B9 ," $505,000 ",2018/3/28
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,48, ,B3, 3668 BARNES AVENUE , ,10467,2,0,2,"2,629","2,010",1925, 1 , B3 ," $501,000 ",2017/12/4
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,58, ,B3, 818 EAST 216 STREET , ,10467,2,0,2,"5,708","1,740",1925, 1 , B3 ," $218,500 ",2017/12/13
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,58, ,B3, 818 EAST 216 STREET , ,10467,2,0,2,"5,708","1,740",1925, 1 , B3 ," $755,000 ",2018/7/24
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4674,90, ,B9, 870 EAST 216 STREET , ,10467,2,0,2,"2,283","2,125",1950, 1 , B9 ," $450,000 ",2017/12/5
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4675,14, ,B9, 851 EAST 216TH STREET , ,10467,2,0,2,"2,283","2,800",1970, 1 , B9 ," $630,000 ",2018/6/12
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4676,1, ,B9, 3727 BRONXWOOD AVENUE , ,10469,2,0,2,"1,751","2,636",1965, 1 , B9 ," $10,000 ",2017/12/1
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4676,46, ,B1, 808 EAST 218 STREET , ,10467,2,0,2,"5,283","2,194",1899, 1 , B1 , $-   ,2018/4/19
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4677,85, ,B1, 3757 BRONXWOOD AVENUE , ,10469,2,0,2,"1,479","1,776",1965, 1 , B1 ," $440,000 ",2018/7/3
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4678,6, ,B1, 869 EAST 219 STREET , ,10467,2,0,2,"2,856","1,982",1899, 1 , B1 ," $645,000 ",2018/9/4
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4678,12, ,B2, 853 EAST 219TH ST , ,10467,2,0,2,"2,856","1,950",1920, 1 , B2 ," $520,000 ",2018/10/19
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4678,56, ,B2, 830 EAST 220 STREET , ,10467,2,0,2,"2,856","2,010",1901, 1 , B2 ," $235,000 ",2018/7/31
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4678,73, ,B2, 866 EAST 220 STREET , ,10467,2,0,2,"2,856","1,377",1927, 1 , B2 , $-   ,2018/5/10
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4678,74, ,B2, 868 EAST 220TH STREET , ,10467,2,0,2,"3,086","1,918",1901, 1 , B2 ," $412,000 ",2018/10/17
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4679,58, ,B3, 836 EAST 221ST STREET , ,10467,2,0,2,"2,057","1,890",1950, 1 , B3 ," $320,000 ",2018/6/12
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4682,4, ,B1, 3531 PAULDING AVENUE , ,10469,2,0,2,"2,242","1,892",1955, 1 , B1 ," $570,000 ",2018/10/11
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4682,29, ,B1, 915 EAST 211TH STREET , ,10469,2,0,2,"2,810","2,750",1960, 1 , B1 ," $565,000 ",2018/4/11
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4682,34, ,B1, 3530 BRONXWOOD AVENUE , ,10469,2,0,2,"2,205","1,953",2003, 1 , B1 ," $461,370 ",2017/11/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4683,12, ,B1, 940 TILDEN STREET , ,10469,2,0,2,"1,465","2,148",1910, 1 , B1 , $-   ,2018/3/6
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4683,190, ,B1, 931 TILDEN STREET , ,10469,2,0,2,"3,055","3,024",2004, 1 , B1 ," $420,000 ",2018/3/29
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4684,21, ,B2, 933 EAST 213 STREET , ,10469,2,0,2,"2,167","2,582",1920, 1 , B2 ," $512,000 ",2017/12/27
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4684,26, ,B2, 919 EAST 213 STREET , ,10469,2,0,2,"1,767","2,345",1920, 1 , B2 ," $495,000 ",2017/11/29
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4685,9, ,B1, 943 EAST 214TH STREET , ,10469,2,0,2,"2,058","1,836",1925, 1 , B1 ," $140,000 ",2018/9/4
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4685,36, ,B2, 3642 BRONXWOOD AVENUE , ,10469,2,0,2,"1,530","1,884",1925, 1 , B2 ," $256,500 ",2018/2/22
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4685,41, ,B1, 910 EAST 215TH STREET , ,10469,2,0,2,"2,375","2,790",2003, 1 , B1 ," $339,000 ",2018/4/25
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4685,50, ,B2, 932 EAST 215 STREET , ,10469,2,0,2,"2,375","1,688",1899, 1 , B2 ," $460,000 ",2017/12/21
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4685,50, ,B2, 932 EAST 215TH STREET , ,10469,2,0,2,"2,375","1,688",1899, 1 , B2 , $-   ,2018/1/31
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4687,21, ,B1, 907 EAST 216 STREET , ,10469,2,0,2,"1,800","1,890",1960, 1 , B1 ," $450,000 ",2018/4/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4687,64, ,B2, 962 E217TH STREET , ,10469,2,0,2,"2,606","2,300",1901, 1 , B2 ," $649,000 ",2017/11/13
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4688,63, ,B1, 954 EAST 218 STREET , ,10469,2,0,2,"2,332","1,615",1950, 1 , B1 ," $542,000 ",2018/5/1
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4689,1, ,B1, 3751 PAULDING AVENUE , ,10469,2,0,2,"1,584","1,620",1940, 1 , B1 , $-   ,2018/8/6
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4689,6, ,B1, 957 EAST 218TH , ,10469,2,0,2,"2,428","1,988",1940, 1 , B1 , $-   ,2018/5/29
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4689,41, ,B1, 3772 BRONXWOOD AVENUE , ,10469,2,0,2,"1,752","1,800",1955, 1 , B1 ," $500,000 ",2018/5/7
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4690,6, ,B1, 947 EAST 219 STREET , ,10469,2,0,2,"2,383","1,598",1940, 1 , B1 ," $520,000 ",2018/7/12
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4690,22, ,B1, 921 EAST 219 STREET , ,10469,2,0,2,"2,530","1,692",1940, 1 , B1 ," $590,000 ",2018/5/15
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4690,51, ,B3, 920 EAST 220 STREET , ,10469,2,0,2,"2,719","1,580",1920, 1 , B3 ," $540,000 ",2018/7/10
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4690,64, ,B9, 946 EAST 220 STREET , ,10469,2,0,2,"2,160","2,140",1960, 1 , B9 ," $435,000 ",2018/8/8
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4691,45, ,B1, 916 EAST 221 STREET , ,10469,2,0,2,"2,188","1,282",1935, 1 , B1 ," $254,000 ",2018/2/7
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4691,67, ,B3, 960 EAST 221 STREET , ,10469,2,0,2,"2,188","1,328",1935, 1 , B3 , $-   ,2018/1/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4691,67, ,B3, 960 EAST 221ST STREET , ,10469,2,0,2,"2,188","1,328",1935, 1 , B3 ," $581,000 ",2018/1/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4692,5, ,B1, 965 E 221 ST , ,10469,2,0,2,"1,988","1,360",1935, 1 , B1 ," $415,000 ",2018/8/21
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4692,9, ,B3, 957 EAST 221 STREET , ,10469,2,0,2,"1,988","1,280",1935, 1 , B3 ," $390,000 ",2018/8/17
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4692,12, ,B1, 951 EAST 221ST STREET , ,10469,2,0,2,"1,988","1,360",1935, 1 , B1 ," $445,000 ",2018/9/27
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4692,19, ,B1, 945 EAST 221ST STREET , ,10469,2,0,2,"1,988","1,322",1935, 1 , B1 , $10 ,2018/1/9
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4692,19, ,B1, 945 EAST 221ST STREET , ,10469,2,0,2,"1,988","1,322",1935, 1 , B1 ," $394,446 ",2018/1/9
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4692,33, ,B1, 917 EAST 221 STREET , ,10469,2,0,2,"1,988","1,296",1935, 1 , B1 ," $699,000 ",2018/8/10
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4692,58, ,B1, 940 EAST 222 STREET , ,10469,2,0,2,"2,485","2,125",1945, 1 , B1 ," $535,000 ",2018/7/27
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4694,13, ,B3, 1053 EAST 211TH STREET , ,10469,2,0,2,"3,710","2,187",1945, 1 , B3 ," $171,500 ",2017/11/15
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4694,13, ,B3, 1053 EAST 211 STREET , ,10469,2,0,2,"3,710","2,187",1945, 1 , B3 ," $660,000 ",2018/6/19
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4694,24, ,B1, 1033 EAST 211 STREET , ,10469,2,0,2,"2,473","1,848",1945, 1 , B1 , $-   ,2018/1/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4694,26, ,B1, 1029 EAST 211 STREET , ,10469,2,0,2,"2,473","1,848",1945, 1 , B1 ," $582,954 ",2018/9/21
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4696,18, ,B3, 1021 EAST 213 STREET , ,10469,2,0,2,"7,250","2,688",1935, 1 , B3 , $-   ,2018/2/20
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4698,10, ,B9, 1029 EAST 215 STREET , ,10469,2,0,2,"1,710","1,849",1945, 1 , B9 ," $590,000 ",2017/11/9
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4698,14, ,S2, 1019 EAST 215 STREET , ,10469,2,1,3,"2,375","2,760",1901, 1 , S2 ," $475,000 ",2018/1/26
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4699,11, ,B1, 1033 E.216TH ST , ,10469,2,0,2,"2,731","2,344",2014, 1 , B1 , $-   ,2018/9/10
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4702,25, ,B1, 3806 PAULDING AVENUE , ,10469,2,0,2,"1,775","2,130",2009, 1 , B1 ," $655,000 ",2018/7/11
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4704,9, ,B9, 1039 EAST 221 STREET , ,10469,2,0,2,"1,980","2,120",1955, 1 , B9 , $10 ,2018/2/20
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4704,18, ,B9, 1017 EAST 221ST STREET , ,10469,2,0,2,"1,980","2,320",1955, 1 , B9 ," $240,000 ",2018/8/29
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4704,33, ,B1, 1016 EAST 222 STREET , ,10469,2,0,2,"2,133","1,760",1955, 1 , B1 ," $345,000 ",2018/9/13
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4704,40, ,B1, 1032 EAST 222 STREET , ,10469,2,0,2,"2,000","1,560",1955, 1 , B1 ," $545,000 ",2018/4/6
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4704,46, ,B1, 1046 EAST 222 STREET , ,10469,2,0,2,"2,000","1,560",1955, 1 , B1 ," $330,000 ",2018/4/4
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4704,51, ,B1, 3867 LACONIA AVENUE , ,10469,2,0,2,"1,872","2,508",1955, 1 , B1 , $-   ,2018/8/6
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4704,52, ,B1, 3865 LACONIA AVENUE , ,10469,2,0,2,"1,844","2,508",1955, 1 , B1 , $-   ,2018/8/6
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4819,13, ,B3, 3923 CARPENTER AVENUE , ,10466,3,0,3,"5,300","1,248",1925, 1 , B3 ," $462,500 ",2018/3/5
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4820,9, ,B2, 3985 CARPENTER AVENUE , ,10466,2,0,2,"2,581","2,180",1901, 1 , B2 ," $425,376 ",2018/7/27
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4820,34, ,B9, 3962 BRONX BOULEVARD , ,10466,2,0,2,"2,100","2,680",1965, 1 , B9 ," $580,000 ",2018/4/27
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4824,26, ,B2, 657 EAST 222 STREET , ,10467,2,0,2,"5,050","2,562",1925, 1 , B2 , $10 ,2018/8/2
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4824,66, ,B3, 656 EAST 223 STREET , ,10466,2,0,2,"2,550","1,596",1925, 1 , B3 ," $647,000 ",2018/5/25
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4824,82, ,B2, 686B EAST 223 STREET , ,10466,2,0,2,935,960,1925, 1 , B2 ," $212,000 ",2018/3/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4824,82, ,B2, 686B EAST 223 STREET , ,10466,2,0,2,935,960,1925, 1 , B2 , $-   ,2018/6/25
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4825,78, ,B2, 670 EAST 224 STREET , ,10466,2,0,2,"2,856","1,600",1925, 1 , B2 ," $656,000 ",2018/4/3
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4826,13, ,B2, 689 EAST 224 STREET , ,10466,2,0,2,"2,288","2,020",1910, 1 , B2 , $-   ,2018/8/18
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4826,21, ,B2, 671 EAST 224 STREET , ,10466,2,0,2,"2,860","2,340",1910, 1 , B2 ," $550,000 ",2018/5/25
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4826,35, ,B2, 643 EAST 224 ST , ,10466,2,0,2,"2,860","2,476",1910, 1 , B2 ," $475,000 ",2018/7/26
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4826,36, ,B2, 641 EAST 224TH STREET , ,10466,2,0,2,"2,860","3,570",1910, 1 , B2 , $10 ,2018/1/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4826,77, ,B2, 670 EAST 225 STREET , ,10466,2,0,2,"2,860","2,272",1915, 1 , B2 ," $460,000 ",2018/5/16
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4827,154, ,B1, 622 EAST 226 STREET , ,10466,2,0,2,"1,538","3,000",2006, 1 , B1 ," $500,000 ",2018/3/2
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4829,38, ,B1, 4014 LOWERRE PLACE , ,10466,2,0,2,"2,781","3,232",1960, 1 , B1 , $-   ,2018/7/13
